0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0.0227272727272727,0,0,0,0,0,0.0227272727272727,0,0,0.636363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636363636,0,0.0227272727272727,0,0,0,0,0.227272727272727,0,0.0454545454545455,0,0,0,0.0909090909090909,0,0.181818181818182,0,0.0454545454545455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0769230769230769,0.153846153846154,0.307692307692308,0,0.230769230769231,0,0,0.769230769230769,0.0769230769230769,0,0,0,0,0,0,0,3.92307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,3,0,2.61538461538462,6.23076923076923,0,0,0.0769230769230769,0,0,0,0.307692307692308,0
0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0.25,0,0,0.25,1.5,0,0,0.25,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0
0,0,0,0,0,0.25,0,0,0,0,0,18.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0.1,0,0,0.1,0,0.2,0,0.3,0
0.0454545454545455,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0.272727272727273,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0.272727272727273,0.272727272727273,0,0,0.272727272727273,0,0,0,0.0909090909090909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.3,0
0.647058823529412,0,0.0147058823529412,0,0.0441176470588235,0.176470588235294,0.0147058823529412,0,0,0,0,0.147058823529412,0.117647058823529,0,0,0,0,0.0294117647058824,1.39705882352941,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161764705882353,0.0441176470588235,0.0147058823529412,0,0,0.0147058823529412,0,0.558823529411765,0,0.588235294117647,0.367647058823529,0,0,0.0882352941176471,0,0.0441176470588235,0,1.44117647058824,0.0441176470588235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.6,0.2,0,0,0.2,0,0.2,0,4.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0,0,0,0,0,0
0.0158730158730159,0,0.0158730158730159,0,0.0476190476190476,0,0,0.0158730158730159,0,0,0,0.0158730158730159,0.0317460317460317,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0,0,0,0,0,0.174603174603175,0,0.365079365079365,0.0634920634920635,0,0,0.142857142857143,0,0.0634920634920635,0,0.714285714285714,0
